2026-07-23 08:19:32,960 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:24:31,145 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:24:36,214 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:24:41,284 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:24:46,447 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:24:51,676 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:24:56,736 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:25:01,808 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:25:06,925 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:25:12,040 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:25:17,106 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:25:22,287 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:25:27,347 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:25:32,443 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:25:37,507 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:25:42,673 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:25:47,773 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:25:52,827 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:25:58,026 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:26:03,146 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:26:08,294 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:26:13,401 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:26:18,548 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:26:23,653 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:26:28,702 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:26:33,786 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:26:38,848 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:26:43,917 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:26:49,043 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:26:54,110 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:26:59,160 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:27:04,252 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:27:09,369 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:27:14,519 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:27:19,580 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:27:24,704 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:27:29,986 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:27:35,081 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:27:40,237 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:27:45,409 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:27:50,501 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:27:55,706 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:28:00,805 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:28:05,923 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:28:10,972 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:28:16,101 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:28:21,224 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:28:26,317 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:28:31,417 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:28:36,553 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:28:41,643 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:28:46,888 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:28:51,970 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:28:57,064 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:29:02,207 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:29:07,363 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:29:12,488 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:29:17,572 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:29:22,723 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:29:27,802 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:29:32,927 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:29:38,003 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:29:43,075 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:29:48,146 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:30:23,251 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:30:43,420 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:30:48,569 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:30:53,645 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:30:58,716 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:31:03,826 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:37:25,052 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 14:37:28,249 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 14:37:31,752 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 14:37:35,671 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 14:37:49,136 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 14:40:30,149 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:40:31,011 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:40:32,249 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:40:34,133 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:40:36,814 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:40:40,748 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:40:45,824 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:40:50,959 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:40:56,116 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:41:01,258 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:41:06,312 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:41:11,415 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:41:16,545 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:41:25,184 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:41:30,288 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:41:35,355 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:41:40,411 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:41:45,486 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:41:50,555 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:41:55,748 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:42:00,801 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:42:05,911 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:42:10,991 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:42:16,102 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:42:21,165 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
